track_id,genre,real_track_id,path,artist,album,title,spotify_track_id,
181,rock,81,/content/rock/81.mp3,Barbara Leoni,Human Needs,Waterfall,0bRLJTCVbB7DTWqAzm1E9r,https://open.spotify.com/track/0bRLJTCVbB7DTWqAzm1E9r
182,rock,82,/content/rock/82.mp3,Shane Jackman,Equilibrium,The angle of repose,3afp1ijH5fzcJN9UclpE8z,https://open.spotify.com/track/3afp1ijH5fzcJN9UclpE8z
183,rock,83,/content/rock/83.mp3,Shane Jackman,Equilibrium,Set fire to the city,5ZudHTeHiaKuPJC78V0fNv,https://open.spotify.com/track/5ZudHTeHiaKuPJC78V0fNv
184,rock,84,/content/rock/84.mp3,William Brooks,Silent Wings,I have a mind,5owlm4qndNknW1Pbs2HdqM,https://open.spotify.com/track/5owlm4qndNknW1Pbs2HdqM
185,rock,85,/content/rock/85.mp3,Greg Annussek,Little Palaces,In the Movies,1rl7uEKCQj0I6ACe0v8NOy,https://open.spotify.com/track/1rl7uEKCQj0I6ACe0v8NOy
186,rock,86,/content/rock/86.mp3,Barbara Leoni,Human Needs,Human needs,7GdQCuro1f3YFUJUDaAi9k,https://open.spotify.com/track/7GdQCuro1f3YFUJUDaAi9k
187,rock,87,/content/rock/87.mp3,Shane Jackman,Equilibrium,Walk among the bones,51CWG1jck4bCwpXyQaEzpy,https://open.spotify.com/track/51CWG1jck4bCwpXyQaEzpy
188,rock,88,/content/rock/88.mp3,William Brooks,Silent Wings,You barely see me,1rQlX6qhy2DN4NjR5WtI81,https://open.spotify.com/track/1rQlX6qhy2DN4NjR5WtI81
189,rock,89,/content/rock/89.mp3,Barbara Leoni,Human Needs,Haunted,2elRMy1KiwAfTmWP1S2gF9,https://open.spotify.com/track/2elRMy1KiwAfTmWP1S2gF9
190,rock,90,/content/rock/90.mp3,Greg Annussek,Little Palaces,Didn't You Know?,3tQXHFGZp0rkrLpls541LZ,https://open.spotify.com/track/3tQXHFGZp0rkrLpls541LZ
191,rock,91,/content/rock/91.mp3,Shane Jackman,Equilibrium,Didn't I,7ciMP2R6mAw2SfLSWpAzaR,https://open.spotify.com/track/7ciMP2R6mAw2SfLSWpAzaR
192,rock,92,/content/rock/92.mp3,Shane Jackman,Equilibrium,Driftwood fire,3sH699dxzwIBBchULv10rt,https://open.spotify.com/track/3sH699dxzwIBBchULv10rt
193,rock,93,/content/rock/93.mp3,Shane Jackman,Equilibrium,My heart still beats,6Cl8xd5AciDWmu1koo8A22,https://open.spotify.com/track/6Cl8xd5AciDWmu1koo8A22
194,rock,94,/content/rock/94.mp3,Greg Annussek,Little Palaces,Sunday Again,76RZZ7y34aQEwJHgNSl6Ww,https://open.spotify.com/track/76RZZ7y34aQEwJHgNSl6Ww
195,rock,95,/content/rock/95.mp3,Shane Jackman,Equilibrium,Cornflakes for supper,0Gp3ADrBugcgmwNyoSBGXM,https://open.spotify.com/track/0Gp3ADrBugcgmwNyoSBGXM
196,rock,96,/content/rock/96.mp3,William Brooks,Silent Wings,Maybe Meagan,4HcDbhSM6ZNMPLeR3TNabv,https://open.spotify.com/track/4HcDbhSM6ZNMPLeR3TNabv
197,rock,97,/content/rock/97.mp3,Barbara Leoni,Human Needs,Ring around the rosey,3e457vhp0Oa9EcFvw22FPs,https://open.spotify.com/track/3e457vhp0Oa9EcFvw22FPs
198,rock,98,/content/rock/98.mp3,Greg Annussek,Little Palaces,He Should Love Her,5UDn6bOBap0bQqtPGJdlwi,https://open.spotify.com/track/5UDn6bOBap0bQqtPGJdlwi
199,rock,99,/content/rock/99.mp3,William Brooks,Silent Wings,Justified,0NAFVLvPZTY9P9LdhlIlII,https://open.spotify.com/track/0NAFVLvPZTY9P9LdhlIlII
200,rock,100,/content/rock/100.mp3,Greg Annussek,Little Palaces,Mr. Myers,6viNh01GdSBziZ0aRYuLGc,https://open.spotify.com/track/6viNh01GdSBziZ0aRYuLGc
201,electronic,1,/content/electronic/1.mp3,Mantic,Epigrams,Abstract Power Remix (by DiViD),1LZbB5B4TAo5Qo9dOuiHjm,https://open.spotify.com/track/1LZbB5B4TAo5Qo9dOuiHjm
202,electronic,2,/content/electronic/2.mp3,Burning Babylon,Beat Beat Beat,Sproing-A-Dub,1jhBlOM8nBL48q56qCBxtk,https://open.spotify.com/track/1jhBlOM8nBL48q56qCBxtk
203,electronic,3,/content/electronic/3.mp3,The Headroom Project,Dominus Illuminato Mea,Dominus Illuminato Mea,6q5F4SkRiYcIb2O3qD6RRs,https://open.spotify.com/track/6q5F4SkRiYcIb2O3qD6RRs
204,electronic,4,/content/electronic/4.mp3,Jerry Berlongieri,Alter Echo Original Soundtrack,Beneath the Skin,4jfV6ot7jog82kC3VyoAXO,https://open.spotify.com/track/4jfV6ot7jog82kC3VyoAXO
205,electronic,5,/content/electronic/5.mp3,General Fuzz,Soulful Filling,Eye Heart Knot,5U9oLGkHZxF53ygWpP31hT,https://open.spotify.com/track/5U9oLGkHZxF53ygWpP31hT
206,electronic,6,/content/electronic/6.mp3,Mantic,EPROMs,Blue-tinted Sunglasses,1sT806BdT4n5oQ6QskcAdb,https://open.spotify.com/track/1sT806BdT4n5oQ6QskcAdb
207,electronic,7,/content/electronic/7.mp3,Mantic,Eponyms,Electro Jive,5UrzeC2ZNUTWeOgMJpqP5e,https://open.spotify.com/track/5UrzeC2ZNUTWeOgMJpqP5e
208,electronic,8,/content/electronic/8.mp3,Twilight Archive,Twilight Archive,House Of Tomorrow,4gWq4tkd0eSWQIv4W2xXHr,https://open.spotify.com/track/4gWq4tkd0eSWQIv4W2xXHr
209,electronic,9,/content/electronic/9.mp3,Jerry Berlongieri,Evenings At The Microscope,Known Bugs,7waZQV8aMT405seWNuWvt0,https://open.spotify.com/track/7waZQV8aMT405seWNuWvt0
210,electronic,10,/content/electronic/10.mp3,Saros,Labyrinth - and we shall all die trying,Murder Machine,5oUyiefbdRLdBVCYtiE3hh,https://open.spotify.com/track/5oUyiefbdRLdBVCYtiE3hh
211,electronic,11,/content/electronic/11.mp3,Mantic,Eponyms,Skunk Werks,6s7y1qTFNGGynLBFXq4uHt,https://open.spotify.com/track/6s7y1qTFNGGynLBFXq4uHt
212,electronic,12,/content/electronic/12.mp3,Joram,Moments of Clarity,moments of clarity,0UUyWDqVHYutsLeuHR8yeC,https://open.spotify.com/track/0UUyWDqVHYutsLeuHR8yeC
213,electronic,13,/content/electronic/13.mp3,Burning Babylon,Stereo Mash Up,7 Nine Skank,30dpzlEDkhGMGdBVUFETid,https://open.spotify.com/track/30dpzlEDkhGMGdBVUFETid
214,electronic,14,/content/electronic/14.mp3,Mantic,Eponyms,Spear Burn,7IJvxxpfiKbDM2EUy1CcZ0,https://open.spotify.com/track/7IJvxxpfiKbDM2EUy1CcZ0
215,electronic,15,/content/electronic/15.mp3,Burning Babylon,Knives To The Treble,Roots Fi Cool,1HjAJzaHYisuV1rycYqcng,https://open.spotify.com/track/1HjAJzaHYisuV1rycYqcng
216,electronic,16,/content/electronic/16.mp3,Mantic,Eponyms,Starbase Lounge Music,56LeMNuo53uxNDHhho6xuu,https://open.spotify.com/track/56LeMNuo53uxNDHhho6xuu
217,electronic,17,/content/electronic/17.mp3,Kourosh Dini,Live At Bliss Gardens,Introduction,2pk5W6jkTYf7LhpSj2WQWL,https://open.spotify.com/track/2pk5W6jkTYf7LhpSj2WQWL
218,electronic,18,/content/electronic/18.mp3,Adam Fielding,Distant Activity,Distant Activity,1B3eQOowqfL9wK6vongZYi,https://open.spotify.com/track/1B3eQOowqfL9wK6vongZYi
219,electronic,19,/content/electronic/19.mp3,the glimmer room,grey mirrors,grey mirrors part 1,,https://open.spotify.com/track/
220,electronic,20,/content/electronic/20.mp3,Kalabi,Dandelion,Revolver (Featuring Canola Tenderfoot),21TgXRMWhwrQz5BsUOTUM4,https://open.spotify.com/track/21TgXRMWhwrQz5BsUOTUM4
221,electronic,21,/content/electronic/21.mp3,Shiva in Exile,Nour,Viva La Revolucion,3hA12ULs2xl7TQsaFshVdl,https://open.spotify.com/track/3hA12ULs2xl7TQsaFshVdl
222,electronic,22,/content/electronic/22.mp3,Mantic,Eponyms,Electro Kinetic,47a5MMfdDCiH4G6LNhsFnX,https://open.spotify.com/track/47a5MMfdDCiH4G6LNhsFnX
223,electronic,23,/content/electronic/23.mp3,Mantic,Eponyms,Talk Box,1PYh0hfGFf7D7mTvRZlLCw,https://open.spotify.com/track/1PYh0hfGFf7D7mTvRZlLCw
224,electronic,24,/content/electronic/24.mp3,AntiGuru,Fall Submissions,Blue Line,1dS9hCKf8CDnElRrKQ95Cm,https://open.spotify.com/track/1dS9hCKf8CDnElRrKQ95Cm
225,electronic,25,/content/electronic/25.mp3,Bjorn Fogelberg,Karooshi Porn,trioxidation,6ilOX4nhd5l1A3qvRI8VmL,https://open.spotify.com/track/6ilOX4nhd5l1A3qvRI8VmL
226,electronic,26,/content/electronic/26.mp3,DJ Cary,After Dinner Lounge,Hans Christian : Desperado,7HvOpLPX3Acs9EHYydzBPD,https://open.spotify.com/track/7HvOpLPX3Acs9EHYydzBPD
227,electronic,27,/content/electronic/27.mp3,DJ Cary,Downtempo Chill,Ruff and Tumble (Mr Epic),7gLQhAnRFcTojLXeDCIpMb,https://open.spotify.com/track/7gLQhAnRFcTojLXeDCIpMb
228,electronic,28,/content/electronic/28.mp3,DJ Markitos,Evolution of the Mind,Sunset (Endless Night Journey remix),5jgb3kQSdYmju09UqfsCQN,https://open.spotify.com/track/5jgb3kQSdYmju09UqfsCQN
229,electronic,29,/content/electronic/29.mp3,DJ Markitos,Inside Your Dreams,Interplanetary Travel,4s9lHMigxxYiipHuNfdgeG,https://open.spotify.com/track/4s9lHMigxxYiipHuNfdgeG
230,electronic,30,/content/electronic/30.mp3,DJ Markitos,Slower Emotions-138 BPM Remixes,Sunset (138 BPM Remix),7mv1YRIm56fj9VUQxiojUd,https://open.spotify.com/track/7mv1YRIm56fj9VUQxiojUd
231,electronic,31,/content/electronic/31.mp3,DJ Markitos,Unreachable Destiny,Manteia,5l5XEuTUY96XT2j01b71ep,https://open.spotify.com/track/5l5XEuTUY96XT2j01b71ep
232,electronic,32,/content/electronic/32.mp3,Domased,New Memories,Summer Night Heaven,5D7qyvGNjQHJqw91gdYBNH,https://open.spotify.com/track/5D7qyvGNjQHJqw91gdYBNH
233,electronic,33,/content/electronic/33.mp3,Domased,Return Back,Bad Dreams,3mVdYJWoxtptHkDkES8WZB,https://open.spotify.com/track/3mVdYJWoxtptHkDkES8WZB
234,electronic,34,/content/electronic/34.mp3,Domased,Selection,He Is Leaving Us,3gHYWCmuJ2YGgIiA4lunqe,https://open.spotify.com/track/3gHYWCmuJ2YGgIiA4lunqe
235,electronic,35,/content/electronic/35.mp3,Domased,Slowdown,Meditation,0xWsTUJZz18mJnmMWTUlBB,https://open.spotify.com/track/0xWsTUJZz18mJnmMWTUlBB
236,electronic,36,/content/electronic/36.mp3,The Rapture,Garden of Fugitives,Terminus,77VaQ0fwx9fVjxHLF4E32l,https://open.spotify.com/track/77VaQ0fwx9fVjxHLF4E32l
237,electronic,37,/content/electronic/37.mp3,Etherine,24 Days,Opening yet closing,4b98MJjH17vEgCEl4y4AOU,https://open.spotify.com/track/4b98MJjH17vEgCEl4y4AOU
238,electronic,38,/content/electronic/38.mp3,Etherine,Gleam,Lost,19qmb32mCKthrrUYfgmhJd,https://open.spotify.com/track/19qmb32mCKthrrUYfgmhJd
239,electronic,39,/content/electronic/39.mp3,Glen Bledsoe,Octopants,BeatKnick,,https://open.spotify.com/track/
240,electronic,40,/content/electronic/40.mp3,Glen Bledsoe,Up and Down,Vernal Equinox,3VUROR6OjYUpaWMLm7jP7P,https://open.spotify.com/track/3VUROR6OjYUpaWMLm7jP7P
241,electronic,41,/content/electronic/41.mp3,Human Response,Delirious,Delirious,2pbYzU3yP3ozifyFwcyZtQ,https://open.spotify.com/track/2pbYzU3yP3ozifyFwcyZtQ
242,electronic,42,/content/electronic/42.mp3,Human Response,Survival,Survival,5AaeCzAq0vvqEj1U1AfrcS,https://open.spotify.com/track/5AaeCzAq0vvqEj1U1AfrcS
243,electronic,43,/content/electronic/43.mp3,iNTROSPEKT,iDEOLOGY,Knucklehead,7bu65kCGIzcoWTWuyxbdGs,https://open.spotify.com/track/7bu65kCGIzcoWTWuyxbdGs
244,electronic,44,/content/electronic/44.mp3,Ivilion,Sartinal,Sartinal I,5H6NuwaD50Bju3vMZvAfC2,https://open.spotify.com/track/5H6NuwaD50Bju3vMZvAfC2
245,electronic,45,/content/electronic/45.mp3,Ivilion,Terean,Ferrilotyr,6Ty1FgICCwfW9OjiOjyitK,https://open.spotify.com/track/6Ty1FgICCwfW9OjiOjyitK
246,electronic,46,/content/electronic/46.mp3,Mantic,Eponyms,Deep House,7kjUUXoJwFmdKZH0adLAEO,https://open.spotify.com/track/7kjUUXoJwFmdKZH0adLAEO
247,electronic,47,/content/electronic/47.mp3,Kenji Williams,Faces of Epiphany,Spirit Walker,25XgsAUFxbifnPSWaTp4rz,https://open.spotify.com/track/25XgsAUFxbifnPSWaTp4rz
248,electronic,48,/content/electronic/48.mp3,Magnatune Compilation,Electronica,Mr Gelatine: Unknown Quantity,,https://open.spotify.com/track/
249,electronic,49,/content/electronic/49.mp3,The Rapture,Garden of Fugitives,Where the Earth Is,3bl186duOvkVAvj4XWpGNw,https://open.spotify.com/track/3bl186duOvkVAvj4XWpGNw
250,electronic,50,/content/electronic/50.mp3,Memories of Tomorrow,Waiting for Dawn,Memories of Tomorrow,0KELC1YQTXWpKeDbSZsE4g,https://open.spotify.com/track/0KELC1YQTXWpKeDbSZsE4g
251,electronic,51,/content/electronic/51.mp3,Mijo,Fata Morgana,Click Here,0ffty1Z9gJHRJ7CpyYMxrT,https://open.spotify.com/track/0ffty1Z9gJHRJ7CpyYMxrT
252,electronic,52,/content/electronic/52.mp3,mr Epic,Sideways,Down Low,5ylLSoa3MHGYjR7f2FRkpj,https://open.spotify.com/track/5ylLSoa3MHGYjR7f2FRkpj
253,electronic,53,/content/electronic/53.mp3,Mr Gelatine,Electroluv,ting,11THjlX49fczqP8H1InU01,https://open.spotify.com/track/11THjlX49fczqP8H1InU01
254,electronic,54,/content/electronic/54.mp3,MRDC,Plethora,Plethora,7xvyb7TXW7S9YGWUOfTa3i,https://open.spotify.com/track/7xvyb7TXW7S9YGWUOfTa3i
255,electronic,55,/content/electronic/55.mp3,Processor,Are you for real,Mad bull,4HgklAFVzqAYz0y8O2mBgS,https://open.spotify.com/track/4HgklAFVzqAYz0y8O2mBgS
256,electronic,56,/content/electronic/56.mp3,Processor,Insomnia,Insomnia,5ZLZEJOWTAg2Lc6bOH1qVM,https://open.spotify.com/track/5ZLZEJOWTAg2Lc6bOH1qVM
257,electronic,57,/content/electronic/57.mp3,Professor Armchair,Too Much Mustard,A Signal from Mars,1rOtxLFYIWVkk9syjZyv08,https://open.spotify.com/track/1rOtxLFYIWVkk9syjZyv08
258,electronic,58,/content/electronic/58.mp3,Psychetropic,China radio sunshine,Futurengine,2J7GqrzmmJxVAoG0g3Mbof,https://open.spotify.com/track/2J7GqrzmmJxVAoG0g3Mbof
259,electronic,59,/content/electronic/59.mp3,Saros,Soundscapes,Eventide,71gx2gegCdSdGYL5aym7mj,https://open.spotify.com/track/71gx2gegCdSdGYL5aym7mj
260,electronic,60,/content/electronic/60.mp3,Shiva in Exile,Ethnic,Odysseia,4ALdIDTmFbJAxcgJJeDEvn,https://open.spotify.com/track/4ALdIDTmFbJAxcgJJeDEvn
261,electronic,61,/content/electronic/61.mp3,Solace,Ahsas,Solitude (Khlas 6-8),7Ck6jXOqRDlneZ9Gs1QyvF,https://open.spotify.com/track/7Ck6jXOqRDlneZ9Gs1QyvF
262,electronic,62,/content/electronic/62.mp3,Solace,Balance,Ping Heng,5yvkYkFyoaThqjlHCrcgq4,https://open.spotify.com/track/5yvkYkFyoaThqjlHCrcgq4
263,electronic,63,/content/electronic/63.mp3,Solace,Iman,Saalik,2XU2O5hIjettCX0QhAtMfu,https://open.spotify.com/track/2XU2O5hIjettCX0QhAtMfu
264,electronic,64,/content/electronic/64.mp3,Solace,Rhythm Of The Dance,Beledi  4:4,0pnNON9tK6lnZYoaazLimY,https://open.spotify.com/track/0pnNON9tK6lnZYoaazLimY
265,electronic,65,/content/electronic/65.mp3,Solace,Satya,Darban Jooth Na Boley (The Mirror Never Lies) ,0OUf59geBd4W3B3jkGUyPF,https://open.spotify.com/track/0OUf59geBd4W3B3jkGUyPF
266,electronic,66,/content/electronic/66.mp3,Solace,ShaWaza,Rebirth,5rhwBx7Ld1YbRljn0if73k,https://open.spotify.com/track/5rhwBx7Ld1YbRljn0if73k
267,electronic,67,/content/electronic/67.mp3,Solace,The Gathering Season,Paradise lost,7mFxO1YOmLizRIf3ScW0ob,https://open.spotify.com/track/7mFxO1YOmLizRIf3ScW0ob
268,electronic,68,/content/electronic/68.mp3,Solace,Vadalna,Kushee Maanao-Aural Mix,5qGOmCuPsheRL1KP3Clc4B,https://open.spotify.com/track/5qGOmCuPsheRL1KP3Clc4B
269,electronic,69,/content/electronic/69.mp3,Solar Cycle,Sunlight,Sunlight,4Pxu5uoMOTbu1XSwDh9FhN,https://open.spotify.com/track/4Pxu5uoMOTbu1XSwDh9FhN
270,electronic,70,/content/electronic/70.mp3,Stargarden,Step Off,From Here to There,2Rki8Fe67mBG15ZdzEScue,https://open.spotify.com/track/2Rki8Fe67mBG15ZdzEScue
271,electronic,71,/content/electronic/71.mp3,Strojovna 07,Dirnix,Dezert,3IeJtTHk9Z8cIamwZOr0sH,https://open.spotify.com/track/3IeJtTHk9Z8cIamwZOr0sH
272,electronic,72,/content/electronic/72.mp3,Strojovna 07,III,Zabudni na to,6rSC9yJJpQUyUJAOIFGHKe,https://open.spotify.com/track/6rSC9yJJpQUyUJAOIFGHKe
273,electronic,73,/content/electronic/73.mp3,Strojovna 07,Mirnix,Lighting fly,2gVoH9HJVo1Ht0huKcdhtB,https://open.spotify.com/track/2gVoH9HJVo1Ht0huKcdhtB
274,electronic,74,/content/electronic/74.mp3,Strojovna 07,Number 1,Ambi Crack,7fCVp1safGDNIbEBODVVyG,https://open.spotify.com/track/7fCVp1safGDNIbEBODVVyG
275,electronic,75,/content/electronic/75.mp3,Strojovna 07,Switch On - Switch Off,Untitled,5HuP9kFCvfgk9MjFbOo2iy,https://open.spotify.com/track/5HuP9kFCvfgk9MjFbOo2iy
276,electronic,76,/content/electronic/76.mp3,The Bots,Now is The Time,Push,37ZmAiF9Wrddq19uCZrQyX,https://open.spotify.com/track/37ZmAiF9Wrddq19uCZrQyX
277,electronic,77,/content/electronic/77.mp3,The Headroom Project,Apa Ya,African Dance,6XXA3rE00eR69SNwXpt3Ue,https://open.spotify.com/track/6XXA3rE00eR69SNwXpt3Ue
278,electronic,78,/content/electronic/78.mp3,The Headroom Project,Ciri a Doro,Monkey Party,1rqDqv81vnNo8b4oev7ncT,https://open.spotify.com/track/1rqDqv81vnNo8b4oev7ncT
279,electronic,79,/content/electronic/79.mp3,Version,Versions,Double trust,,https://open.spotify.com/track/
280,electronic,80,/content/electronic/80.mp3,Wicked boy,Chemistry,Buy my pullovers,0R9bggshSv5dDUGcT8ibz4,https://open.spotify.com/track/0R9bggshSv5dDUGcT8ibz4
281,electronic,81,/content/electronic/81.mp3,Zilla,Egg,Wind Barber,2QmuknBQjmi4vXtsZBCCQZ,https://open.spotify.com/track/2QmuknBQjmi4vXtsZBCCQZ
282,electronic,82,/content/electronic/82.mp3,Kenji Williams,Faces of Epiphany,Other Self,0luWUAwMqlfdcr5pNMnVYV,https://open.spotify.com/track/0luWUAwMqlfdcr5pNMnVYV
283,electronic,83,/content/electronic/83.mp3,Kenji Williams,Faces of Epiphany,Illusion (Bedrock mix),1mKbbuzmTS3sjMKgcW3Ypm,https://open.spotify.com/track/1mKbbuzmTS3sjMKgcW3Ypm
284,electronic,84,/content/electronic/84.mp3,Kenji Williams,Faces of Epiphany,Never Look Away,0kyHjQfARzAW1GkvPTCPpa,https://open.spotify.com/track/0kyHjQfARzAW1GkvPTCPpa
285,electronic,85,/content/electronic/85.mp3,Kenji Williams,Faces of Epiphany,Death and rain,3JOB1IISV9oZ6uBC8Ms91E,https://open.spotify.com/track/3JOB1IISV9oZ6uBC8Ms91E
