track_id,genre,real_track_id,path,artist,album,title,spotify_track_id,
286,electronic,86,/content/electronic/86.mp3,Kenji Williams,Faces of Epiphany,2k1,0OuPNq4ySDVEDHOMIvoIZK,https://open.spotify.com/track/0OuPNq4ySDVEDHOMIvoIZK
287,electronic,87,/content/electronic/87.mp3,Kenji Williams,Faces of Epiphany,Tokyo Story,7cywO9FIqotuh0pykuq5bL,https://open.spotify.com/track/7cywO9FIqotuh0pykuq5bL
288,electronic,88,/content/electronic/88.mp3,Kenji Williams,Faces of Epiphany,Free Energy ,7yyZkSAadLcmGCbiTZaR70,https://open.spotify.com/track/7yyZkSAadLcmGCbiTZaR70
289,electronic,89,/content/electronic/89.mp3,Kenji Williams,Faces of Epiphany,Soul Captain,6ZyX4HJv5hgAVP4eN40d10,https://open.spotify.com/track/6ZyX4HJv5hgAVP4eN40d10
290,electronic,90,/content/electronic/90.mp3,Solar Cycle,Flare,Flare,4x6FQU2iUreLjeqjFeW8LT,https://open.spotify.com/track/4x6FQU2iUreLjeqjFeW8LT
291,electronic,91,/content/electronic/91.mp3,Solar Cycle,Flare,Cafe del Soul,0lmjSfY3hltCNijYp9uJgw,https://open.spotify.com/track/0lmjSfY3hltCNijYp9uJgw
292,electronic,92,/content/electronic/92.mp3,Solar Cycle,Flare,Vibes of Comfort,15rlNT2YQPrJhellZr6ulL,https://open.spotify.com/track/15rlNT2YQPrJhellZr6ulL
293,electronic,93,/content/electronic/93.mp3,Solar Cycle,Flare,Devil in Love,6YUjsOAkT8RHg7N2XQQPWl,https://open.spotify.com/track/6YUjsOAkT8RHg7N2XQQPWl
294,electronic,94,/content/electronic/94.mp3,Solar Cycle,Flare,Flying,55YdMK0PYqSBrjbmSw6Ssm,https://open.spotify.com/track/55YdMK0PYqSBrjbmSw6Ssm
295,electronic,95,/content/electronic/95.mp3,Solar Cycle,Flare,Easter,0kYv7SYxA3HzVHps3lthfb,https://open.spotify.com/track/0kYv7SYxA3HzVHps3lthfb
296,electronic,96,/content/electronic/96.mp3,Solar Cycle,Flare,Frequencies,1AUVP4IrqwSUVEr0p2KnOf,https://open.spotify.com/track/1AUVP4IrqwSUVEr0p2KnOf
297,electronic,97,/content/electronic/97.mp3,Solar Cycle,Flare,Night to Remember,5drX31P78MzDuZQBxndL4d,https://open.spotify.com/track/5drX31P78MzDuZQBxndL4d
298,electronic,98,/content/electronic/98.mp3,Solar Cycle,Flare,Smooth Guitar,4YbZ72hjKW8DICqsMu7KlT,https://open.spotify.com/track/4YbZ72hjKW8DICqsMu7KlT
299,electronic,99,/content/electronic/99.mp3,Solar Cycle,Flare,Viento,3A2LodhQeUWJbc2qqZldvM,https://open.spotify.com/track/3A2LodhQeUWJbc2qqZldvM
300,electronic,100,/content/electronic/100.mp3,Mantic,Eponyms,Shura Remix (Deadpan Escapement vinyl only release),4H0gta6IBb9vkE9En9qV6P,https://open.spotify.com/track/4H0gta6IBb9vkE9En9qV6P
301,pop,1,/content/pop/1.mp3,Brad Senne,Brad Senne,Beyond Late,6zca0rbaTNFpsdI3X7H5VC,https://open.spotify.com/track/6zca0rbaTNFpsdI3X7H5VC
302,pop,2,/content/pop/2.mp3,Michael Joy,River Of Days,To Climb,6wzk3fSXxrIKZ8iFrjobzk,https://open.spotify.com/track/6wzk3fSXxrIKZ8iFrjobzk
303,pop,3,/content/pop/3.mp3,Norine Braun,Crow,Salem,2vxBwUaWVwy2xUGJda20FA,https://open.spotify.com/track/2vxBwUaWVwy2xUGJda20FA
304,pop,4,/content/pop/4.mp3,Norine Braun,Miles to Go,Persephone,7G0o0XzwXMwxiUyouXuSqZ,https://open.spotify.com/track/7G0o0XzwXMwxiUyouXuSqZ
305,pop,5,/content/pop/5.mp3,Shane Jackman,Sanctuary,Sanctuary ,1IqARIYJASvO0aMqMPFgbn,https://open.spotify.com/track/1IqARIYJASvO0aMqMPFgbn
306,pop,6,/content/pop/6.mp3,John Jackson,Bad Things Happen All The Time,Fifteen Minutes,1vOaRX2exhwMAXbKBOY1IH,https://open.spotify.com/track/1vOaRX2exhwMAXbKBOY1IH
307,pop,7,/content/pop/7.mp3,Hazelmain,Sooner or Later,Drink the Night,,https://open.spotify.com/track/
308,pop,8,/content/pop/8.mp3,C Layne,VI,The Alkonost,7dcnkKpvOPhRiwtXwa02Tx,https://open.spotify.com/track/7dcnkKpvOPhRiwtXwa02Tx
309,pop,9,/content/pop/9.mp3,Falling You,Faith,A Warning to Giants,289TxFOFcB5BBOBIDqGRhZ,https://open.spotify.com/track/289TxFOFcB5BBOBIDqGRhZ
310,pop,10,/content/pop/10.mp3,Hazelmain,Sooner or Later,A Moment too Soon,,https://open.spotify.com/track/
311,pop,11,/content/pop/11.mp3,Artemis,Orbits,Fountain of Life (Lean On It Mix) - DJ Anser,0Lx0ZLEuLyF62EgznWHBup,https://open.spotify.com/track/0Lx0ZLEuLyF62EgznWHBup
312,pop,12,/content/pop/12.mp3,Beight,File In Rhythm,Invisible City,6a4568McP0rLvZajcbhu3L,https://open.spotify.com/track/6a4568McP0rLvZajcbhu3L
313,pop,13,/content/pop/13.mp3,Beight,File In Rhythm,File in Rhythm,7g2s3zE1ghARQGOm0aVwOI,https://open.spotify.com/track/7g2s3zE1ghARQGOm0aVwOI
314,pop,14,/content/pop/14.mp3,C Layne,Potemkin Villages,You are the reason,74UzqB9KbZmS9qLCKw5J2Q,https://open.spotify.com/track/74UzqB9KbZmS9qLCKw5J2Q
315,pop,15,/content/pop/15.mp3,Beight,File In Rhythm,Ghostly Feeling,2s6nqtceLIaGDr3yFfn42r,https://open.spotify.com/track/2s6nqtceLIaGDr3yFfn42r
316,pop,16,/content/pop/16.mp3,Curl,Ultimate Station,Fly Free,6XEIAQMtK4XF7jKg72aT3q,https://open.spotify.com/track/6XEIAQMtK4XF7jKg72aT3q
317,pop,17,/content/pop/17.mp3,DJ Cary,Downtempo Chill 2,Calm (Ammonite),1WkmiAiOnvigKAk7c2g9Iz,https://open.spotify.com/track/1WkmiAiOnvigKAk7c2g9Iz
318,pop,18,/content/pop/18.mp3,DJ Cary,Power Synths,Call me Snake (Dr Kuch),4bEKgERzLA7AZ9HBQXnwS9,https://open.spotify.com/track/4bEKgERzLA7AZ9HBQXnwS9
319,pop,19,/content/pop/19.mp3,Falling You,Human,Destiny Trip,1iTfAtUoxVAgSwhv9KDN74,https://open.spotify.com/track/1iTfAtUoxVAgSwhv9KDN74
320,pop,20,/content/pop/20.mp3,Falling You,Touch,something about eve ,6Gzf5FOCFLW3WHJrgFaDPb,https://open.spotify.com/track/6Gzf5FOCFLW3WHJrgFaDPb
321,pop,21,/content/pop/21.mp3,Five Star Fall,Automatic Ordinary,Mercurial Girl,4AlR7sQxfJbCbPXfZU7uWj,https://open.spotify.com/track/4AlR7sQxfJbCbPXfZU7uWj
322,pop,22,/content/pop/22.mp3,Four Stones,Chronic Dreams,Brilliant Day (Chronic Mix),7FSppBG01PYoX9Lb9g0uii,https://open.spotify.com/track/7FSppBG01PYoX9Lb9g0uii
323,pop,23,/content/pop/23.mp3,Four Stones,La Vie Chill,Till My Cup Runs Over,4SUFZRphiVMaqNB8E2vg2P,https://open.spotify.com/track/4SUFZRphiVMaqNB8E2vg2P
324,pop,24,/content/pop/24.mp3,John Jackson,Bad Things Happen All The Time,Fire,7FUZ7NWGdzW1Pp0vGk5Rrk,https://open.spotify.com/track/7FUZ7NWGdzW1Pp0vGk5Rrk
325,pop,25,/content/pop/25.mp3,Lisa DeBenedictis,Fruitless,Brilliant Day,,https://open.spotify.com/track/
326,pop,26,/content/pop/26.mp3,Lisa DeBenedictis,Mixter One,Below-DU-remix by deutscheunschuld,6bayf7gg9XDMWutNrc120N,https://open.spotify.com/track/6bayf7gg9XDMWutNrc120N
327,pop,27,/content/pop/27.mp3,Lisa DeBenedictis,Tigers,Tigers,67mzU5tiOgoVBpPnSwFyQ4,https://open.spotify.com/track/67mzU5tiOgoVBpPnSwFyQ4
328,pop,28,/content/pop/28.mp3,Magnatune Remixed,Ridin the Faders 2,Shining Star Games (Az Egan Csillag Lenni) - Fourstones,0TJXIlBUZK22kn4MVhxUa2,https://open.spotify.com/track/0TJXIlBUZK22kn4MVhxUa2
329,pop,29,/content/pop/29.mp3,Anamar,Transfado,Pais oceano (Ocean Country),2ztDKcPLJyAnY2FDu83JTV,https://open.spotify.com/track/2ztDKcPLJyAnY2FDu83JTV
330,pop,30,/content/pop/30.mp3,Hazelmain,Sooner or Later,Sooner or Later,,https://open.spotify.com/track/
331,pop,31,/content/pop/31.mp3,Mercy Machine,In Your Bed,Fountain Street,2QcL4MtdsPRVTnlSaLgXvj,https://open.spotify.com/track/2QcL4MtdsPRVTnlSaLgXvj
332,pop,32,/content/pop/32.mp3,Mercy Machine,Mercy Machine,Bastard,4UMod3yIDoRIyG5kwzMfIF,https://open.spotify.com/track/4UMod3yIDoRIyG5kwzMfIF
333,pop,33,/content/pop/33.mp3,Mercy Machine,The Devil I Know,30 Years,1Tu76wEjhg83rBZ4PIRPoW,https://open.spotify.com/track/1Tu76wEjhg83rBZ4PIRPoW
334,pop,34,/content/pop/34.mp3,Minstrel Spirit,Enter The Woods,The lonely minstrel part 1 (edited version),7oarNp1oqoQ5NXmQ7HP01X,https://open.spotify.com/track/7oarNp1oqoQ5NXmQ7HP01X
335,pop,35,/content/pop/35.mp3,Norine Braun,and the Mood Swings,Frontliner Blues,1doWNbUKskRhj8IShKvoRm,https://open.spotify.com/track/1doWNbUKskRhj8IShKvoRm
336,pop,36,/content/pop/36.mp3,Norine Braun,Modern Anguish,Modern Anguish,4TdZv11HT0yWlC214I11yb,https://open.spotify.com/track/4TdZv11HT0yWlC214I11yb
337,pop,37,/content/pop/37.mp3,Norine Braun,Now and Zen,Jade,2R7EuaiSezBD50SOBVnVF7,https://open.spotify.com/track/2R7EuaiSezBD50SOBVnVF7
338,pop,38,/content/pop/38.mp3,Plunkett,14 Days,The River,005afuxpF5QrVXMthwzpW8,https://open.spotify.com/track/005afuxpF5QrVXMthwzpW8
339,pop,39,/content/pop/39.mp3,Four Stones,La Vie Chill,Laying Down Lounge,1L38YNd5ItRpIL3oKlEJQI,https://open.spotify.com/track/1L38YNd5ItRpIL3oKlEJQI
340,pop,40,/content/pop/40.mp3,Self Delusion,Happiness Hurts Me,Excerpt From Alice,4Vd4bl2mqGDDdoQVsFK4ug,https://open.spotify.com/track/4Vd4bl2mqGDDdoQVsFK4ug
341,pop,41,/content/pop/41.mp3,Sun Palace,Give Me a Perfect World,Give Me a Perfect World,5g12XmtVI1pfyIMavLAcGj,https://open.spotify.com/track/5g12XmtVI1pfyIMavLAcGj
342,pop,42,/content/pop/42.mp3,Sun Palace,Into Heaven,Into Heaven ,1itSE21FYivCPSIvSIPNuA,https://open.spotify.com/track/1itSE21FYivCPSIvSIPNuA
343,pop,43,/content/pop/43.mp3,The Kokoon,Berlin,Impressions,,https://open.spotify.com/track/
344,pop,44,/content/pop/44.mp3,The Kokoon,Erase,Calling ,,https://open.spotify.com/track/
345,pop,45,/content/pop/45.mp3,The West Exit,Nocturne,Nocturne,,https://open.spotify.com/track/
346,pop,46,/content/pop/46.mp3,TranceVision,Lemuria,Enertia,0v9Syhs24QIaMlNvgluq3W,https://open.spotify.com/track/0v9Syhs24QIaMlNvgluq3W
347,pop,47,/content/pop/47.mp3,Williamson,A few things to hear before we all blow up,2 percent er,5hMXF2auMtjODFnV9Tq8iz,https://open.spotify.com/track/5hMXF2auMtjODFnV9Tq8iz
348,pop,48,/content/pop/48.mp3,Yongen,Moonrise,Moonrise,6X7ru5ho6snrCBNj4oS2rV,https://open.spotify.com/track/6X7ru5ho6snrCBNj4oS2rV
349,pop,49,/content/pop/49.mp3,Yongen,Yello Haus,Rise,2yp3zMZ6YwANc4osXZ0EaT,https://open.spotify.com/track/2yp3zMZ6YwANc4osXZ0EaT
350,pop,50,/content/pop/50.mp3,Michael Joy,Float,River of Light,7Df1TTG6nB0677I4guMSk3,https://open.spotify.com/track/7Df1TTG6nB0677I4guMSk3
351,pop,51,/content/pop/51.mp3,Michael Joy,Float,Between The Lies,6eaEmktiQTDpCMvErZT4l7,https://open.spotify.com/track/6eaEmktiQTDpCMvErZT4l7
352,pop,52,/content/pop/52.mp3,Norine Braun,Crow,Slipping into Violet,3DkWATTGfzcCB8a1QO353b,https://open.spotify.com/track/3DkWATTGfzcCB8a1QO353b
353,pop,53,/content/pop/53.mp3,Norine Braun,Miles to Go,Wounded Little Bird,3qt2h7fUjzs2ahBkuA7d0k,https://open.spotify.com/track/3qt2h7fUjzs2ahBkuA7d0k
354,pop,54,/content/pop/54.mp3,Williamson,A few things to hear before we all blow up,rubber,5s0OTIsI9kQoSR73z40rAO,https://open.spotify.com/track/5s0OTIsI9kQoSR73z40rAO
355,pop,55,/content/pop/55.mp3,Sun Palace,Into Heaven,There Once Was A Time ,3tRPZ6m7FLcEgeZQ7C831g,https://open.spotify.com/track/3tRPZ6m7FLcEgeZQ7C831g
356,pop,56,/content/pop/56.mp3,C Layne,VI,The Collider,3OiUtsgDUO7DqsObIV4gp0,https://open.spotify.com/track/3OiUtsgDUO7DqsObIV4gp0
357,pop,57,/content/pop/57.mp3,Sun Palace,Give Me a Perfect World,Round and Round,0zU0JBMNoJ7M9a81XDMfZ0,https://open.spotify.com/track/0zU0JBMNoJ7M9a81XDMfZ0
358,pop,58,/content/pop/58.mp3,Self Delusion,Happiness Hurts Me,Unemotional,7vbZw1dIpC9GzIXyIRMnOT,https://open.spotify.com/track/7vbZw1dIpC9GzIXyIRMnOT
359,pop,59,/content/pop/59.mp3,Norine Braun,and the Mood Swings,Give Me Love,63l3gQQW4gLYmV77bAICKb,https://open.spotify.com/track/63l3gQQW4gLYmV77bAICKb
360,pop,60,/content/pop/60.mp3,Artemis,Orbits,Charming Gun (Vibe Me Mix) - Nautilis,4wHxvYuzywJBpBxzlseTwe,https://open.spotify.com/track/4wHxvYuzywJBpBxzlseTwe
361,pop,61,/content/pop/61.mp3,Artemis,Undone,Changing Sky,46Nq5cMzPrp5rxsdN6D0ao,https://open.spotify.com/track/46Nq5cMzPrp5rxsdN6D0ao
362,pop,62,/content/pop/62.mp3,Beight,File In Rhythm,Parallels,17QIBET7gAmQLM4hkRS6QU,https://open.spotify.com/track/17QIBET7gAmQLM4hkRS6QU
363,pop,63,/content/pop/63.mp3,Plunkett,14 Days,Up A Hill,03BRAnYHRKPEbeA9lgJVQ3,https://open.spotify.com/track/03BRAnYHRKPEbeA9lgJVQ3
364,pop,64,/content/pop/64.mp3,C Layne,The Sun Will Come Out to Blind You,Just My Luck,2uOxABY87YtHwZqpz2XlXK,https://open.spotify.com/track/2uOxABY87YtHwZqpz2XlXK
365,pop,65,/content/pop/65.mp3,Norine Braun,Now and Zen,Now and Zen,3X3Mv2MzOEyHnyNm8xFxyu,https://open.spotify.com/track/3X3Mv2MzOEyHnyNm8xFxyu
366,pop,66,/content/pop/66.mp3,Norine Braun,and the Mood Swings,Give Me Love,63l3gQQW4gLYmV77bAICKb,https://open.spotify.com/track/63l3gQQW4gLYmV77bAICKb
367,pop,67,/content/pop/67.mp3,Mercy Machine,In Your Bed,My Joan Of Arc,7ySd10jpIqjAn4ibd3GFkM,https://open.spotify.com/track/7ySd10jpIqjAn4ibd3GFkM
368,pop,68,/content/pop/68.mp3,Michael Joy,River Of Days,Night Flight Over Water,2PFsw9mHIqucYGbGNymezS,https://open.spotify.com/track/2PFsw9mHIqucYGbGNymezS
369,pop,69,/content/pop/69.mp3,Magnatune Remixed,Ridin the Faders 2,Brilliant Daze (Days Are Confused Mix) - Pat Chilla,4eKJbAMbAq46LlR9MXZBsm,https://open.spotify.com/track/4eKJbAMbAq46LlR9MXZBsm
370,pop,70,/content/pop/70.mp3,Lisa DeBenedictis,Tigers,Below,78EwtjBcbw9hr3ohKlBi6t,https://open.spotify.com/track/78EwtjBcbw9hr3ohKlBi6t
371,pop,71,/content/pop/71.mp3,Five Star Fall,Automatic Ordinary,What Planet Are We On,07AJckV3u1hj2Gibc40DR6,https://open.spotify.com/track/07AJckV3u1hj2Gibc40DR6
372,pop,72,/content/pop/72.mp3,Lisa DeBenedictis,Fruitless,Planet You,,https://open.spotify.com/track/
373,pop,73,/content/pop/73.mp3,Norine Braun,and the Mood Swings,Wounded Little Bird,07NgtAas2v3pKUrwPczbnQ,https://open.spotify.com/track/07NgtAas2v3pKUrwPczbnQ
374,pop,74,/content/pop/74.mp3,Beight,File In Rhythm,In The Middle,3McM1V9xNzITbVytG9y1eT,https://open.spotify.com/track/3McM1V9xNzITbVytG9y1eT
375,pop,75,/content/pop/75.mp3,Arthur Yoria,Handshake Smiles,Clean For Free,1hQ7TyjyXWbqzVieZlAMoJ,https://open.spotify.com/track/1hQ7TyjyXWbqzVieZlAMoJ
376,pop,76,/content/pop/76.mp3,Hazelmain,Sooner or Later,Home to You,,https://open.spotify.com/track/
377,pop,77,/content/pop/77.mp3,Beight,File In Rhythm,Fill Me Up,6nYY5PqeHZxS36eN6DFihX,https://open.spotify.com/track/6nYY5PqeHZxS36eN6DFihX
378,pop,78,/content/pop/78.mp3,Arthur Yoria,Handshake Smiles,Handshake Smiles,7jRLFgMTbRmNzkoPcpD9So,https://open.spotify.com/track/7jRLFgMTbRmNzkoPcpD9So
379,pop,79,/content/pop/79.mp3,Norine Braun,and the Mood Swings,No More,0118oVZr9LrqE8SbNscz7n,https://open.spotify.com/track/0118oVZr9LrqE8SbNscz7n
380,pop,80,/content/pop/80.mp3,Hazelmain,Sooner or Later,Better Days,,https://open.spotify.com/track/
381,pop,81,/content/pop/81.mp3,Arthur Yoria,Handshake Smiles,Jimmy's Rig,5mw1R0uYpQ2U2nvpNMttjc,https://open.spotify.com/track/5mw1R0uYpQ2U2nvpNMttjc
382,pop,82,/content/pop/82.mp3,Beight,File In Rhythm,Don't Do Me No Harm,67AVln8MWzh6uBEMxBippa,https://open.spotify.com/track/67AVln8MWzh6uBEMxBippa
383,pop,83,/content/pop/83.mp3,Hazelmain,Sooner or Later,Say you Will,,https://open.spotify.com/track/
384,pop,84,/content/pop/84.mp3,Norine Braun,and the Mood Swings,Fools,5aeb9OZ5BRoqlaZZPb5ruZ,https://open.spotify.com/track/5aeb9OZ5BRoqlaZZPb5ruZ
385,pop,85,/content/pop/85.mp3,Arthur Yoria,Handshake Smiles,Love Song in G,2IQ2fup66YiG4vdMyHKu7b,https://open.spotify.com/track/2IQ2fup66YiG4vdMyHKu7b
386,pop,86,/content/pop/86.mp3,Anamar,Transfado,Ovelha negra (Black sheep),0Ig56bTNPA7fq9BAKk1Hsy,https://open.spotify.com/track/0Ig56bTNPA7fq9BAKk1Hsy
387,pop,87,/content/pop/87.mp3,Beight,File In Rhythm,Get What You Want?,3DuL0N4KeYMUPvFo1XGCZI,https://open.spotify.com/track/3DuL0N4KeYMUPvFo1XGCZI
388,pop,88,/content/pop/88.mp3,Anamar,Transfado,O Pobre (The Pauper),3V6IduaHy6yVX3VbXpJKoZ,https://open.spotify.com/track/3V6IduaHy6yVX3VbXpJKoZ
389,pop,89,/content/pop/89.mp3,Norine Braun,and the Mood Swings,One Breath,66xnEwq2wo5NzRPaZtg7vX,https://open.spotify.com/track/66xnEwq2wo5NzRPaZtg7vX
390,pop,90,/content/pop/90.mp3,Arthur Yoria,Handshake Smiles,Cuttin a Rug,2ufNwAztfLKxl5rLCMlof1,https://open.spotify.com/track/2ufNwAztfLKxl5rLCMlof1
391,pop,91,/content/pop/91.mp3,Beight,File In Rhythm,Superhero Song,6aiXfd2imxG8nRJOkCW5cs,https://open.spotify.com/track/6aiXfd2imxG8nRJOkCW5cs
392,pop,92,/content/pop/92.mp3,Hazelmain,Sooner or Later,Lillas,,https://open.spotify.com/track/
393,pop,93,/content/pop/93.mp3,Beight,File In Rhythm,Without Warning,0Z4oHi8z11zchn6O2lXkWa,https://open.spotify.com/track/0Z4oHi8z11zchn6O2lXkWa
394,pop,94,/content/pop/94.mp3,Norine Braun,and the Mood Swings,Cruel Streak,6DP6DRBKUMPBWhEYI1UzJE,https://open.spotify.com/track/6DP6DRBKUMPBWhEYI1UzJE
395,pop,95,/content/pop/95.mp3,Arthur Yoria,Handshake Smiles,Sandy,1FoocR3cF7lqedFUnaaqD1,https://open.spotify.com/track/1FoocR3cF7lqedFUnaaqD1
396,pop,96,/content/pop/96.mp3,Hazelmain,Sooner or Later,Another Reason,,https://open.spotify.com/track/
397,pop,97,/content/pop/97.mp3,Norine Braun,and the Mood Swings,Devil's Daughter,3zdnNQ7KUBC8ajSgG8x9Q0,https://open.spotify.com/track/3zdnNQ7KUBC8ajSgG8x9Q0
398,pop,98,/content/pop/98.mp3,Arthur Yoria,Handshake Smiles,I Told You Not to Write Again,5ZZrvlmfGdEzDKh4vl8234,https://open.spotify.com/track/5ZZrvlmfGdEzDKh4vl8234
399,pop,99,/content/pop/99.mp3,Beight,File In Rhythm,Junior High Smiles,1KnSKAAY6zeJxNfbsTYRW2,https://open.spotify.com/track/1KnSKAAY6zeJxNfbsTYRW2
400,pop,100,/content/pop/100.mp3,Norine Braun,and the Mood Swings,The One That Got Away,2MZMusFPpultl7zAuHnrkF,https://open.spotify.com/track/2MZMusFPpultl7zAuHnrkF
